"해당 자료는 2022년 01월 03일 추출한 자료입니다. K-apt 시스템은 실시간으로 수정, 변경이 가능한 시스템으로 기존 데이터가 수정 될 수 있으며, 엑셀자료는 단순 참조자료로 활용하여 주시기 바랍니다. 현 시점 정확한 자료는 제공되고 있는 OPENAPI를 참조하여 주시기 바랍니다.",,,,,,,,,,,,,,,,,
시도,시군구,읍면,동리,단지코드,단지명,연면적,건축물대장연면적,관리비부과면적,주거전용면적,동수,세대수,전용면적(40이하),전용면적(40초과60이하),전용면적(60초과85이하),전용면적(85초과105이하),전용면적(105초과125이하),전용면적(125초과)
전라북도,부안군,부안읍,봉덕리,A57980503,봉덕주공,"39,252","36,892","39,252","28,333",7,617,231,386,0,0,0,0
부산광역시,금정구,,부곡동,A60932004,부곡롯데캐슬디아망,"58,085","38,782","38,417","30,092",5,311,0,0,213,0,64,34
서울특별시,동작구,,흑석동,A15679107,흑석한강센트레빌,"112,884","73,622","70,869","54,330",10,655,46,92,391,0,126,0
강원도,원주시,,개운동,A22093003,원주힐스테이트,"55,293","42,085","36,314","36,314",4,246,0,0,0,0,0,246
인천광역시,부평구,,갈산동,A40378701,갈산 동남 아파트,"29,409","23,517","29,408","23,517",2,278,0,0,278,0,0,0
부산광역시,동래구,,안락동,A60777205,안락1차SK아파트,"288,837","212,257","226,407","182,195",16,"1,898",0,574,686,0,150,488
강원도,철원군,동송읍,이평리,A48786802,동송금강아미움,"36,428","35,879","32,020","23,744",7,276,0,29,220,0,27,0
경기도,시흥시,,미산동,A42982204,해가든더클래식,"68,467","50,586","39,113","39,115",5,289,0,0,24,0,34,231
경기도,김포시,,북변동,A41503008,풍년마을서광신안아파트,"79,442","64,950","63,948","52,878",8,624,0,0,624,0,0,0
경기도,고양일산서구,,주엽동,A41183809,문촌마을17단지신안,"92,831","72,901","79,108","65,115",11,504,0,0,0,108,136,260
서울특별시,서대문구,,홍제동,A12009305,문화촌현대,"90,620","90,639","76,866","57,472",4,768,1,308,459,0,0,0
광주광역시,남구,,봉선동,A50306009,봉선동한국아델리움1단지,"103,730","103,383","74,714","61,070",6,410,0,0,0,0,0,410
충청남도,천안동남구,,신방동,A33094003,신방동 대주 피오레 아파트,"48,247","44,040","35,071","35,071",4,297,0,0,0,30,267,0
서울특별시,금천구,,시흥동,A15303205,관악벽산타운5단지,"363,995","242,927","310,208","242,927",25,"2,810",0,770,"1,240",0,800,0
전라남도,나주시,,대호동,A52018001,나주성북현대아파트,"43,053","37,020","37,851","30,472",3,414,0,183,231,0,0,0
강원도,원주시,,단구동,A22075325,구곡대림,"65,441","57,656","58,471","44,747",9,747,0,747,0,0,0,0
서울특별시,도봉구,,방학동,A13202103,방학삼성래미안2단지,"42,532","24,462","35,227","24,462",5,288,0,0,288,0,0,0
부산광역시,사하구,,다대동,A60475309,3지구도개공아파트,"31,748","31,716","31,748","21,240",5,750,750,0,0,0,0,0
서울특별시,구로구,,구로동,A15205301,구로신성미소지움,"29,581","18,893","23,249","18,893",4,240,0,30,210,0,0,0
대구광역시,수성구,,범어동,A70601409,장원맨션,"58,206","57,148","46,229","46,229",4,455,0,0,247,0,208,0
경상남도,양산시,,북정동,A62611001,북정대동2차,"32,414","28,542","28,542","24,100",4,299,0,0,299,0,0,0
전라남도,여수시,,국동,A55018001,국동대주아파트,"25,289","22,181","23,463","19,128",2,252,0,90,162,0,0,0
대전광역시,대덕구,,목상동,A30676202,동원상록수,"46,333","33,311","38,086","27,342",7,456,0,456,0,0,0,0
광주광역시,광산구,,월곡동,A50682501,광주한성1차아파트,"46,973","42,051","45,040","37,580",14,780,0,780,0,0,0,0
서울특별시,용산구,,보광동,A14082302,보광삼성리버빌,"31,765","18,456","25,092","18,456",2,242,0,82,160,0,0,0
충청북도,음성군,음성읍,읍내리,A36980703,한성진주아파트,"52,627","42,526","52,627","40,252",6,795,135,600,60,0,0,0
서울특별시,강남구,,세곡동,A13519005,강남데시앙파크,"101,633","67,648","67,648","52,989",15,546,0,44,243,0,259,0
충청남도,계룡시,엄사면,엄사리,A32193104,계룡엄사동아,"39,250","35,350","37,137","29,910",4,394,0,140,254,0,0,0
경기도,안양동안구,,평촌동,A43171008,꿈마을한신,"86,805","69,133","74,856","61,193",10,566,0,0,0,410,96,60
경기도,화성시,,반송동,A44575815,솔빛마을서해그랑블,"140,405","140,056","100,765","79,583",11,727,0,0,0,448,275,4
경기도,동두천시,,생연동,A48303008,동두천에이스5차,"48,886","39,545","39,045","30,071",2,391,0,133,224,34,0,0
부산광역시,해운대구,,좌동,A61203026,해운대 화목타운,"119,965","78,093","78,093","78,093",10,896,0,402,180,88,0,226
충청남도,공주시,,웅진동,A31402002,공주 청실아파트,"23,671","23,474","23,671","19,068",4,240,0,160,20,0,40,20
경상북도,구미시,고아읍,이례리,A73081101,고아럭키전원맨션,"24,546","24,576","24,545","19,841",1,270,0,0,270,0,0,0
충청북도,청주서원구,,모충동,A36180701,삼익세라믹아파트,"22,630","21,619","21,638","17,860",2,229,0,0,229,0,0,0
충청남도,계룡시,,금암동,A32190003,계룡 신성미소지움2차아파트,"108,653","108,176","87,135","68,381",11,608,0,0,320,0,0,288
경기도,고양덕양구,,행신동,A41222208,행신무원마을9단지기산,"64,244","52,276","47,022","47,022",7,396,0,0,0,194,0,202
서울특별시,서대문구,,북가좌동,A12013201,DMC두산위브,"34,379","33,574","25,365","19,968",4,235,0,0,235,0,0,0
경상북도,구미시,,도량동,A73076202,도량파크맨션,"147,517","144,231","135,647","110,982",10,910,0,0,0,168,270,472
부산광역시,서구,,서대신동3가,A60282101,유진대림아파트,"26,934","26,829","22,900","17,635",1,218,0,88,86,22,0,22
경기도,안양동안구,,비산동,A43173602,미륭아파트,"60,744","55,444","60,744","54,924",6,576,0,0,72,498,6,0
경기도,성남수정구,,단대동,A46180003,단대선경논골1차,"21,337","18,927","20,024","14,764",3,426,400,26,0,0,0,0
대전광역시,동구,,용운동,A30012001,마젤란21,"27,680","27,485","23,451","17,836",5,210,0,0,210,0,0,0
경상남도,양산시,,어곡동,A62622001,로얄파크빌,"53,111","41,892","41,897","32,999",5,445,0,41,404,0,0,0
충청북도,청주서원구,,수곡동,A36115001,수곡선광한빛아파트,"20,670","14,959","14,955","10,993",1,377,377,0,0,0,0,0
경상남도,양산시,,중부동,A62675901,양산신도시주공3단지,"78,964","70,028","77,548","50,809",13,"1,008",0,"1,008",0,0,0,0
충청북도,제천시,,청전동,A39076805,성한,0,"16,898",0,"14,287",,270,0,270,0,0,0,0
경기도,용인수지구,,동천동,A44874508,풍림2차,"33,274","32,410","27,566","20,981",2,271,0,121,116,0,34,0
경기도,남양주시,화도읍,창현리,A47284821,신한,"71,851","61,372","64,516","50,944",7,628,0,0,628,0,0,0
경기도,오산시,,수청동,A44774103,우미이노스빌아파트,"115,838","88,077","97,387","69,844",10,990,0,510,480,0,0,0
부산광역시,해운대구,,우동,A61202001,우동신동아아파트,"22,014","16,442","19,846","16,442",2,194,0,0,194,0,0,0
부산광역시,북구,,덕천동,A61681409,부산도시공사 덕천2지구 아파트,"39,369","37,186","39,273","27,136",8,990,990,0,0,0,0,0
대구광역시,수성구,,두산동,A70670404,수성화성파크드림,"69,826","54,042","51,792","41,584",4,373,0,0,135,0,198,40
강원도,원주시,,행구동,A22016002,행구현대아파트,"47,722","35,445","44,534","35,445",6,480,0,210,270,0,0,0
인천광역시,부평구,,청천동,A40376510,청천금호타운,"312,485","308,863","260,833","202,569",24,"2,539",0,"1,105",884,374,0,176
경기도,고양덕양구,,고양동,A41277902,푸른마을7단지풍림아이원,"17,898","23,196","17,898","17,898",2,211,0,0,211,0,0,0
서울특별시,마포구,,상암동,A12179503,상암월드컵파크11단지,"77,248","56,316","40,152","40,524",9,588,0,384,126,0,78,0
광주광역시,남구,,송하동,A50381902,송하삼익아파트,"84,002","71,729","81,526","59,919",7,771,0,329,322,0,120,0
경기도,고양일산서구,,일산동,A41182213,일산2차현대홈타운,"90,755","65,927","68,717","52,122",8,596,0,96,365,0,24,111
전라남도,광양시,,중동,A54570102,성호1차,"129,061","101,759","112,424","76,963",8,"1,362",0,"1,362",0,0,0,0
서울특별시,강서구,,가양동,A15780904,가양도시개발공사8단지(임대),"65,266","59,775","65,266","45,520",9,"1,110",780,330,0,0,0,0
광주광역시,남구,,백운동,A50380901,대주아파트,"22,483","22,446","22,155","17,989",3,194,0,0,168,0,0,26
전라북도,전주완산구,,평화동1가,A56077803,효성양지마을,"14,717","14,464","11,586","8,958",2,206,39,167,0,0,0,0
대구광역시,동구,,신기동,A70175605,모란3차아파트,"41,968","40,894","40,066","33,883",11,640,0,640,0,0,0,0
부산광역시,해운대구,,재송동,A61283407,센텀글로리아,"35,497","29,687","35,358","29,687",11,466,0,276,190,0,0,0
경기도,화성시,,능동,A44532015,숲속마을자연앤데시앙아파트,"165,984","165,417","165,417","97,042",20,"1,289",0,368,921,0,0,0
전라북도,익산시,,동산동,A57095904,동산동 우성,"36,897","36,433","36,433","29,472",4,358,0,0,328,0,0,30
전라남도,담양군,담양읍,백동리,A51780601,청전아파트,"33,707","32,881","33,203","26,889",2,288,0,0,216,0,36,36
서울특별시,노원구,,월계동,A13985105,월계청백3단지,"37,136","31,931","36,475","23,201",4,458,89,369,0,0,0,0
경상남도,김해시,,내동,A62190308,경원마을동아아파트(동아1차),"111,236","102,068","97,102","85,867",10,720,0,0,0,300,0,420
충청남도,천안서북구,직산읍,모시리,A33174909,직산우성8차,"713,533","66,700","70,506","47,026",4,946,0,946,0,0,0,0
경상남도,양산시,물금읍,범어리,A62677607,범어주공3차,"25,220","24,890","24,929","22,417",11,410,0,410,0,0,0,0
서울특별시,강동구,,둔촌동,A13406005,둔촌프라자,"41,989","34,144","34,144","34,144",4,354,0,0,174,0,180,0
경기도,고양일산서구,,가좌동,A41144003,가좌벽산블루밍5단지,"137,773","108,113","107,645","82,468",16,951,0,156,571,148,76,0
경기도,파주시,,금촌동,A41301019,대영장미2차,"19,183","17,551","17,221","13,987",1,192,0,93,99,0,0,0
충청북도,진천군,광혜원면,광혜원리,A36583108,진천광혜원코아루,"59,883","53,901","53,756","42,302",7,443,0,0,323,0,60,60
경기도,의정부시,,신곡동,A48091107,금오4주공,"55,817","49,626","47,960","35,809",6,606,0,606,0,0,0,0
부산광역시,동래구,,수안동,A60782204,새동래1차아파트,"41,492","29,567","40,030","29,567",4,424,0,92,332,0,0,0
경기도,화성시,,병점동,A44536008,주공뜨란채3단지,"58,627","53,014","58,476","41,275",8,498,0,0,498,0,0,0
대전광역시,서구,,변동,A30283702,천일월드빌,"23,615","18,808","18,438","13,287",1,210,0,182,28,0,0,0
경상북도,경산시,,정평동,A71277309,경산현대아파트,"51,303","50,526","49,309","40,550",4,495,0,0,495,0,0,0
대전광역시,서구,,둔산동,A30212014,국화라이프아파트,"81,918","73,093","74,673","62,254",5,560,0,0,112,0,392,56
경기도,성남분당구,,수내동,A46385411,수내양지마을한양2단지(603동),"14,432","16,361","14,432","14,432",1,176,0,176,0,0,0,0
충청북도,청주흥덕구,,봉명동,A36130005,엘지사원아파트,"33,926","27,026","33,732","22,780",5,526,406,96,24,0,0,0
경기도,광명시,,소하동,A42382505,소하미도3차,"24,407","16,141","21,866","16,141",1,220,0,101,119,0,0,0
서울특별시,도봉구,,창동,A13204105,창동주공3단지,"238,813","171,292","234,031","171,292",32,"2,856",0,"1,786","1,070",0,0,0
경기도,성남분당구,,서현동,A46376107,서현효자촌그린타운,"190,733","149,514","163,580","122,339",22,"1,774",0,590,"1,184",0,0,0
대전광역시,서구,,탄방동,A30276607,산호한양아파트,"64,230","52,621","52,622","40,841",7,654,0,330,324,0,0,0
경상북도,경주시,외동읍,구어리,A78076701,벽산천마타운,"35,960","30,412","26,476","26,476",3,357,0,110,247,0,0,0
충청남도,아산시,,용화동,A33605004,아산 온천마을아파트,"76,676","70,805","71,911","57,930",8,830,0,500,330,0,0,0
경기도,안산상록구,,본오동,A42681501,본오주공아파트,"40,339","40,044","37,874","29,069",11,519,89,430,0,0,0,0
경기도,남양주시,진접읍,금곡리,A47294807,진접반도유보라메이플타운,"133,028","132,254","97,178","74,120",33,873,0,0,873,0,0,0
서울특별시,양천구,,신정동,A15870701,신정이펜하우스1단지(총세대 기준),"70,705","49,455","47,402","37,060",12,466,0,169,231,0,66,0
충청북도,청주서원구,,분평동,A36176518,분평주공2단지아파트,"110,178","100,702","110,178","74,815",15,"1,310",120,"1,190",0,0,0,0
경기도,고양일산서구,,주엽동,A41137109,주엽강선마을5단지동부건영,"100,162","75,728","82,893","67,411",10,528,0,0,0,116,0,412
경기도,김포시,고촌읍,신곡리,A41581204,청도솔리움,"25,349","18,478","25,349","13,913",4,232,0,232,0,0,0,0
부산광역시,사하구,,감천동,A60480001,감천영동힐타운아파트,"21,491","16,506","15,949","10,879",1,176,13,114,49,0,0,0
강원도,속초시,,조양동,A21775208,부영6단지,"35,179","31,372","31,387","22,120",4,440,48,392,0,0,0,0
경기도,군포시,,금정동,A43576205,산본무궁화주공1단지,"107,539","71,323","98,533","71,323",15,"1,329",0,974,355,0,0,0
경상남도,통영시,,태평동,A65075601,주영라이프,"19,614","19,373","16,775","13,466",3,176,0,59,117,0,0,0
인천광역시,계양구,,작전동,A40782304,작전 현대3차 아파트,"40,647","33,814","37,475","28,586",3,390,0,153,237,0,0,0
충청남도,태안군,태안읍,동문리,A35790508,태안동문주공1단지,"40,940","34,973","40,397","25,761",5,566,238,328,0,0,0,0
충청북도,청주흥덕구,,복대동,A36174511,아름다운나날1차아파트,"94,399","72,630","72,352","56,473",13,952,0,952,0,0,0,0
경기도,부천시,,송내동,A42281401,송내성호,"25,823","20,253","22,262","16,723",3,238,0,140,98,0,0,0
경기도,시흥시,,조남동,A42986901,시흥수정아파트,"14,988","13,523","12,855","10,429",1,152,0,98,54,0,0,0
충청북도,충주시,,호암동,A38076303,충주세경2차,"12,553","11,448","10,420","9,225",1,339,328,11,0,0,0,0
경상남도,양산시,,신기동,A62613003,신기주공,"131,174","129,130","129,152","96,266",18,"2,280","1,200","1,080",0,0,0,0
전라북도,정읍시,,농소동,A58009001,농소동 삼화타운,"24,663","21,755","22,070","17,726",3,242,0,112,130,0,0,0
경상남도,양산시,동면,석산리,A62682104,양산극동아파트,"84,428","77,814","74,506","59,017",7,886,0,646,240,0,0,0
울산광역시,북구,,달천동,A68347005,달천아이파크2차,"153,366","152,689","119,893","85,300",10,938,0,0,608,330,0,0
인천광역시,계양구,,효성동,A40782603,효성 중앙하이츠 아파트,"35,250","27,080","35,250","27,080",2,375,0,194,164,17,0,0
서울특별시,강서구,,내발산동,A15728010,우장산롯데2차,"20,828","16,236","16,236","13,064",3,157,0,27,115,0,15,0
대전광역시,유성구,,하기동,A30535804,송림마을3단지,"93,721","81,344","81,344","59,515",7,713,0,0,713,0,0,0
서울특별시,도봉구,,방학동,A13202002,대상타운현대,"231,440","126,229","159,544","126,229",16,"1,278",0,166,608,162,0,342
서울특별시,영등포구,,영등포동8가,A15003801,영등포삼환,"73,539","41,685","54,632","41,685",7,520,0,208,220,0,92,0
전라북도,군산시,,수송동,A57373606,수송2차오투그란데,"65,717","59,450","46,027","33,073",8,570,0,570,0,0,0,0
경상북도,경산시,하양읍,금락리,A71290506,하나맨션1차,"25,993","24,654","24,397","19,530",2,238,0,0,238,0,0,0
경상남도,창원마산회원구,,구암동,A63080101,구암대동2차,"23,190","19,335","19,334","15,176",2,190,0,67,95,0,28,0
서울특별시,광진구,,구의동,A14320302,구의강변우성,"38,674","30,005","38,618","30,005",3,354,0,0,354,0,0,0
인천광역시,서구,,청라동,A40470306,청라14단지호반베르디움,"82,950","83,158","82,950","63,303",10,745,0,0,745,0,0,0
경기도,군포시,,대야미동,A43506002,대야미건양2차,"20,024","14,087","15,064","11,390",1,157,0,78,79,0,0,0
전라남도,순천시,해룡면,상삼리,A54085506,순천청솔1차아파트,"46,647","39,622","40,406","31,471",4,558,0,558,0,0,0,0
경기도,의왕시,,오전동,A43773321,신안아파트,"53,434","47,673","52,164","42,815",3,576,0,0,576,0,0,0
대구광역시,수성구,,신매동,A70617013,시지태왕하이츠,"36,424","32,810","31,849","24,382",4,343,0,146,197,0,0,0
제주특별자치도,제주시,,연동,A69017002,연동대림1차,"46,984","41,070","32,837","32,837",6,440,0,147,293,0,0,0
서울특별시,노원구,,하계동,A13987205,하계1차청구아파트,"87,922","59,220","76,364","59,220",10,700,0,0,700,0,0,0
경기도,파주시,문산읍,당동리,A41390106,파주힐스테이트1차,"125,398","88,081","87,480","64,371",13,631,0,0,377,0,192,62
전라북도,군산시,,미룡동,A57378302,미룡부향하나로3차,"21,796","18,942","18,931","13,737",1,346,346,0,0,0,0,0
경기도,의정부시,,민락동,A48086113,산들마을1단지,"148,544","137,075","148,544","109,752",17,"1,830",0,"1,830",0,0,0,0
경상북도,경산시,,사동,A71219004,효동맨션,"15,703","14,213","15,703","11,739",1,157,0,59,98,0,0,0
강원도,춘천시,동내면,거두리,A20077103,"거두부영1,2단지","72,425","47,077","59,306","47,077",6,554,0,0,554,0,0,0
서울특별시,서초구,,잠원동,A13790910,반포한신타워,"34,164","20,424","27,166","20,424",2,250,0,101,95,18,0,36
전라남도,여수시,,신기동,A55502005,신기주공3단지아파트,"23,863","23,636","23,594","18,935",10,450,290,160,0,0,0,0
서울특별시,은평구,,불광동,A12204003,북한산힐스테이트1차,"96,247","95,910","63,983","47,577",11,603,0,249,264,0,90,0
경기도,포천시,신북면,기지리,A48791102,신포천,"20,772","18,791","19,772","14,189",4,299,0,299,0,0,0,0
인천광역시,미추홀구,,주안동,A40270206,관교한신휴플러스,"210,667","156,225","154,604","116,855",18,"1,509",0,564,826,0,119,0
경기도,의정부시,,민락동,A48086306,한라비발디,"79,873","68,822","67,280","54,054",9,636,0,0,636,0,0,0
광주광역시,북구,,삼각동,A50079001,삼각그린타운,"133,587","106,164","114,462","88,614",12,"1,266",0,780,406,40,40,0
충청남도,보령시,,죽정동,A35512009,보령죽정주공아파트,"49,541","48,538","48,179","36,154",10,662,0,662,0,0,0,0
서울특별시,중랑구,,중화동,A13187501,중화극동,"17,030","15,402","17,030","13,006",1,156,0,0,156,0,0,0
서울특별시,용산구,,이촌동,A14003105,한강대우,"135,575","100,716","100,690","79,214",10,834,0,206,357,0,0,271
경상남도,진주시,,초전동,A66078607,초전푸르지오2단지,"177,888","118,833","118,830","96,488",10,830,0,0,0,354,0,476
서울특별시,은평구,,진관동,A41279931,은평뉴타운구파발10단지3관리,"100,029","71,237","71,236","52,501",9,712,78,176,458,0,0,0
충청남도,천안서북구,,두정동,A33182921,두정2차e편한세상,"126,112","92,348","92,098","69,511",11,848,0,0,848,0,0,0
경기도,화성시,,진안동,A44576905,진안골마을주공10단지,"62,293","54,336","62,125","42,115",10,742,0,742,0,0,0,0
서울특별시,노원구,,중계동,A13922908,중계삼성,"68,645","38,998","50,757","38,998",7,478,0,201,160,0,117,0
광주광역시,서구,,화정동,A50224102,현대아파트,"62,432","55,640","60,159","48,917",7,604,0,0,556,0,48,0
서울특별시,양천구,,목동,A15882008,목동현대1차,"26,145","25,919","25,920","17,495",3,242,0,122,120,0,0,0
부산광역시,북구,,화명동,A61612019,화명대림타운,"441,738","324,847","348,004","271,949",35,"3,382",0,"1,384","1,450",0,348,200
광주광역시,광산구,,신창동,A50674301,신창3차호반베르디움,"50,448","39,808","49,408","29,426",4,360,0,0,360,0,0,0
경기도,김포시,,북변동,A41503007,김포북변대우,"47,209","42,016","42,815","31,601",6,543,0,543,0,0,0,0
서울특별시,양천구,,신정동,A15886508,신정푸른마을2단지,"47,546","26,542","34,659","26,542",5,470,0,470,0,0,0,0
서울특별시,양천구,,신정동,A15807707,신정양천,"176,355","157,741","151,762","108,148",16,"2,995","2,995",0,0,0,0,0
대구광역시,달서구,,대천동,A70480001,월배태영데시앙,"77,508","77,107","57,422","43,733",7,431,0,0,257,0,0,174
경기도,부천시,,상동,A42081308,반달마을극동아파트,"123,121","97,834","106,518","79,936",11,"1,390",204,770,416,0,0,0
서울특별시,마포구,,도화동,A12170402,마포한화오벨리스크,"69,005","37,933","68,993","37,933",1,662,280,124,252,0,2,4
인천광역시,부평구,,십정동,A40313002,십정 대주파크빌 아파트,"43,283","22,178","30,073","22,178",2,312,0,169,143,0,0,0
서울특별시,송파구,,가락동,A13895501,송파성원상떼빌,"68,203","68,203","68,200","37,765",2,324,0,0,0,135,85,104
경기도,의왕시,,포일동,A43774509,의왕포일숲속마을2단지,"64,506","49,805","64,344","34,402",11,840,456,384,0,0,0,0
경기도,파주시,,동패동,A41383311,책향기마을10단지동문굿모닝힐,"146,177","110,940","110,199","85,654",16,"1,009",0,0,"1,009",0,0,0
경기도,평택시,안중읍,현화리,A45178014,안중1단지주공,"65,889","58,285","65,199","43,660",10,818,0,818,0,0,0,0
서울특별시,중랑구,,상봉동,A13186401,동부아파트,"43,503","34,179","36,735","27,073",2,368,0,184,140,0,44,0
충청북도,청주상당구,,용암동,A36010003,용암임광아파트,"41,346","36,016","39,410","32,438",3,280,0,0,0,160,0,120
전라남도,순천시,,조례동,A54032005,금당중흥1차파크맨션,"27,105","24,411","26,347","18,968",3,350,0,350,0,0,0,0
전라북도,익산시,,마동,A57011003,이지스위트밸리,"58,769","58,352","54,885","38,504",5,456,0,0,456,0,0,0
충청북도,제천시,,왕암동,A39025001,제천현진에버빌,"54,910","54,517","42,796","30,730",6,377,0,0,347,0,0,30
전라북도,전주완산구,,평화동2가,A56086703,평화동 두산푸른솔,"31,681","30,509","26,033","20,587",1,279,0,117,162,0,0,0
경기도,고양일산서구,,주엽동,A41137110,주엽강선마을3단지한신,"58,351","44,860","48,965","37,762",7,538,0,172,366,0,0,0
경기도,고양덕양구,,화정동,A41282605,화정달빛마을1단지,"189,414","173,632","188,864","148,632",20,"1,784",0,0,"1,784",0,0,0
울산광역시,중구,,남외동,A68127002,남외푸르지오2차,"119,212","119,212","92,621","71,457",9,710,0,0,236,380,0,94
경상북도,포항남구,,지곡동,A79075204,효자그린1차아파트,"130,205","120,992","119,816","93,946",23,"1,288",0,516,772,0,0,0
경상남도,밀양시,,가곡동,A62775203,가곡주공2단지,"21,008","19,626","21,003","16,095",3,356,0,355,1,0,0,0
강원도,원주시,문막읍,동화리,A22080111,문막부영아파트,"145,738","112,462","118,718","80,301",15,"1,538",0,"1,538",0,0,0,0
인천광역시,미추홀구,,학익동,A40277907,학익 신동아3차 아파트,"93,697","76,194","92,743","76,194",12,894,0,204,438,60,48,144
서울특별시,양천구,,신정동,A15807211,목동현대아파트,"134,119","88,276","110,997","88,276",6,972,0,0,660,152,160,0
부산광역시,기장군,기장읍,내리,A61990213,내리 휴먼시아1단지,"76,565","84,881","76,301","44,777",12,"1,002",386,616,0,0,0,0
경기도,수원영통구,,영통동,A44347013,영통신나무실신명동보,"99,840","89,188","89,183","70,976",8,836,0,0,836,0,0,0
경기도,성남분당구,,정자동,A46385822,미켈란쉐르빌,"211,566","117,917","189,923","117,917",4,803,69,9,3,0,0,722
경기도,평택시,,이충동,A45974506,이충주공4단지아파트 ,"26,045","25,924","25,924","20,734",13,490,300,190,0,0,0,0
경상남도,거제시,일운면,소동리,A65689101,동성그린,"38,597","33,303","35,547","26,544",5,495,120,375,0,0,0,0
강원도,강릉시,,초당동,A21074501,아트피아임대아파트,"19,554","19,544","19,553","10,994",1,267,23,244,0,0,0,0
경기도,부천시,,상동,A42081306,반달마을동아아파트,"65,494","61,873","64,188","50,685",8,915,64,851,0,0,0,0
경기도,파주시,,금촌동,A41370504,서원마을7단지,"132,271","118,601","131,840","94,421",12,"1,133",0,0,"1,133",0,0,0
광주광역시,북구,,삼각동,A50082503,서라아파트,"29,430","25,816","27,888","21,466",2,359,0,359,0,0,0,0
인천광역시,서구,,연희동,A40483603,연희중앙,"16,407","12,902","13,279","9,753",1,294,224,70,0,0,0,0
강원도,원주시,,태장동,A22012101,흥화브라운빌아파트,"53,788","45,674","45,656","37,303",8,439,0,0,439,0,0,0
경상북도,칠곡군,약목면,관호리,A71881204,삼주강변타운,"66,760","58,990","58,989","43,650",5,873,0,873,0,0,0,0
인천광역시,동구,,송현동,A40104006,동부아파트,"95,578","76,176","94,047","76,176",10,"1,140",0,390,750,0,0,0
서울특별시,마포구,,중동,A12187703,성산2차현대,"43,117","24,789","31,728","24,789",3,282,0,57,149,0,76,0
경기도,부천시,,상동,A42070802,상동진달래마을푸르지오,"114,913","86,656","92,428","72,621",10,580,0,0,0,180,0,400
대구광역시,달서구,,죽전동,A70493201,동화로즈빌,"40,501","34,282","38,182","27,265",3,348,0,0,348,0,0,0
부산광역시,부산진구,,당감동,A61482302,백양뜨란채아파트,"88,507","86,848","68,883","52,352",13,851,0,793,58,0,0,0
충청남도,서산시,운산면,갈산리,A35683201,서산 서정운산마을 아파트,"19,647","17,022","18,232","12,436",2,264,168,96,0,0,0,0
부산광역시,해운대구,,좌동,A61203022,해운대롯데3차아파트,"83,803","49,154","66,254","49,154",9,824,0,824,0,0,0,0
충청남도,서산시,,예천동,A35670702,서산예천푸르지오,"106,106","73,467","73,468","54,846",8,706,0,0,706,0,0,0
광주광역시,남구,,진월동,A50333015,중흥파크,"41,779","40,711","40,384","31,373",3,376,0,0,376,0,0,0
인천광역시,서구,,마전동,A40473121,검단2차풍림아이원,"20,786","14,764","18,366","14,764",3,174,0,0,174,0,0,0
서울특별시,서초구,,방배동,A13782803,롯데캐슬헤론,"96,868","84,735","84,735","47,040",5,337,0,0,0,99,62,176
경기도,김포시,,풍무동,A41507007,풍무장릉마을삼성,"126,713","89,204","96,954","79,820",14,794,182,196,0,0,60,356
부산광역시,북구,,만덕동,A61683003,만덕베르빌아파트,"47,292","46,521","38,911","30,300",2,430,0,247,183,0,0,0
인천광역시,미추홀구,,용현동,A40279301,용현엑슬루타워,"125,631","89,378","83,296","63,361",4,630,0,115,74,166,178,97
대전광역시,동구,,성남동,A30070903,스마트뷰,"163,601","131,734","127,288","97,337",12,"1,115",0,0,"1,019",0,96,0
대구광역시,동구,,신천동,A70102003,신천휴먼시아6단지,"59,681","46,252","44,056","31,512",5,550,0,550,0,0,0,0
경기도,성남분당구,,삼평동,A46340001,봇들마을EGthe1,"108,821","84,660","76,874","60,704",16,721,0,0,721,0,0,0
경기도,수원장안구,,율전동,A44082703,율전화남,"23,234","17,770","19,437","14,775",1,200,0,80,120,0,0,0
충청남도,천안서북구,성거읍,신월리,A33185504,성거벽산,"74,209","73,058","61,967","50,511",11,692,0,216,476,0,0,0
경기도,수원영통구,,망포동,A44340005,동수원3차쌍용스윗닷홈,"30,338","22,474","22,474","17,193",3,287,0,287,0,0,0,0
경기도,성남분당구,,금곡동,A46371606,금곡청솔마을계룡,"51,083","43,041","43,635","32,946",6,492,0,300,192,0,0,0
충청남도,보령시,,죽정동,A35512003,보령 부경파크빌아파트,"46,077","46,076","39,980","29,773",5,324,0,0,266,0,58,0
부산광역시,연제구,,연산동,A61181202,연산현대아파트,"26,540","16,620","16,502","12,248",1,181,0,111,70,0,0,0
경기도,화성시,,병점동,A44577417,신창2차비바훼밀리,"128,265","105,426","105,426","84,324",9,765,0,0,0,480,275,10
충청남도,천안동남구,,신부동,A33094110,신부동 경남아너스빌아파트,"92,028","66,988","66,336","51,777",4,619,0,145,376,0,98,0
경기도,수원권선구,,오목천동,A44184901,오목천태산,"32,191","23,802","25,178","19,569",2,278,0,160,118,0,0,0
경기도,양주시,백석읍,복지리,A48283113,백석가야5차,"68,829","63,087","63,034","43,912",6,497,0,0,437,0,60,0
경상북도,안동시,,옥동,A76031008,옥동6주공아파트,"71,363","69,939","70,959","51,440",14,996,0,996,0,0,0,0
